claim_id,page_id,texto_publicado,valor,unidad,tipo_de_medida,poblacion,territorio,periodo_de_datos,periodo_de_recogida,fecha_publicacion,metodo,fuente,fuente_primaria,url_doi,intervalo_incertidumbre,coincidencia_fuente_web,limitacion,comparability,atomicidad,derivado,formula_op,numerador,denominador,formula,redondeo,tolerancia,decision,correccion_propuesta,fecha_consulta
pobreza-y-exclusion-social-c04,pobreza-y-exclusion-social,"Riesgo de pobreza: 14,2 %.",14.2,porcentaje,EU-SILC / indicador social,sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-19,EU-SILC,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/34425.pdf,NO_APLICA,SI,Población general 16+ salvo intensidad laboral muy baja (<65); instituciones colectivas generalmente excluidas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
pobreza-y-exclusion-social-c05,pobreza-y-exclusion-social,"Privación material/social grave: 10,4 %.",10.4,porcentaje,EU-SILC / indicador social,con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-19,EU-SILC,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/34425.pdf,NO_APLICA,SI,Población general 16+ salvo intensidad laboral muy baja (<65); instituciones colectivas generalmente excluidas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
pobreza-y-exclusion-social-c06,pobreza-y-exclusion-social,"Privación material/social grave: 4,7 %.",4.7,porcentaje,EU-SILC / indicador social,sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-19,EU-SILC,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/34425.pdf,NO_APLICA,SI,Población general 16+ salvo intensidad laboral muy baja (<65); instituciones colectivas generalmente excluidas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
pobreza-y-exclusion-social-c07,pobreza-y-exclusion-social,"Hogar con intensidad laboral muy baja: 18,4 %.",18.4,porcentaje,EU-SILC / indicador social,"con discapacidad, <65",Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-19,EU-SILC,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/34425.pdf,NO_APLICA,SI,Población general 16+ salvo intensidad laboral muy baja (<65); instituciones colectivas generalmente excluidas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
pobreza-y-exclusion-social-c08,pobreza-y-exclusion-social,"Hogar con intensidad laboral muy baja: 5,5 %.",5.5,porcentaje,EU-SILC / indicador social,"sin discapacidad, <65",Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-19,EU-SILC,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/34425.pdf,NO_APLICA,SI,Población general 16+ salvo intensidad laboral muy baja (<65); instituciones colectivas generalmente excluidas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
revelar-el-diagnostico-y-pedir-ajustes-en-el-trabajo-c01,revelar-el-diagnostico-y-pedir-ajustes-en-el-trabajo,Solo alrededor del 35 % era completamente abierto sobre ser autista en toda la organización.,~35,porcentaje,encuesta,empleados autistas de la muestra,Reino Unido,Diverse Minds Employment Survey citado en 2024,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,encuesta resumida por revisión gubernamental,Buckland Review / Diverse Minds,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,"Muestra de encuesta, no censo nacional; fuente secundaria oficial.",NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
revelar-el-diagnostico-y-pedir-ajustes-en-el-trabajo-c02,revelar-el-diagnostico-y-pedir-ajustes-en-el-trabajo,1 de cada 10 no lo había comunicado a nadie en el trabajo.,1/10,proporción,encuesta,empleados autistas de la muestra,Reino Unido,Diverse Minds Employment Survey citado en 2024,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,encuesta resumida por revisión gubernamental,Buckland Review / Diverse Minds,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,Muestra de encuesta; fuente secundaria oficial.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
revelar-el-diagnostico-y-pedir-ajustes-en-el-trabajo-c03,revelar-el-diagnostico-y-pedir-ajustes-en-el-trabajo,Más de 1 de cada 10 consideró que el ajuste se había aplicado mal., >1/10,proporción,encuesta,empleados autistas que solicitaron/recibieron ajustes,Reino Unido,Diverse Minds Employment Survey citado en 2024,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,encuesta resumida por revisión gubernamental,Buckland Review / Diverse Minds,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,Denominador restringido; fuente secundaria oficial.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
salud-general-y-mental-c01,salud-general-y-mental,"Salud general óptima: 59,3 %.",59.3,porcentaje,encuesta,niños y jóvenes autistas,Canadá,2019,NO_ESPECIFICADO_SEPARADAMENTE,2022-03-09,CHSCY 2019,PHAC,SI,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/autism-spectrum-disorder-canadian-health-survey-children-youth-2019.html,IC95% 54.6–64.1,SI,Salud declarada/categorizada en encuesta.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
salud-general-y-mental-c02,salud-general-y-mental,"Salud general óptima: 89,5 %.",89.5,porcentaje,encuesta,niños y jóvenes no autistas,Canadá,2019,NO_ESPECIFICADO_SEPARADAMENTE,2022-03-09,CHSCY 2019,PHAC,SI,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/autism-spectrum-disorder-canadian-health-survey-children-youth-2019.html,IC95% 89.0–89.9,SI,Salud declarada/categorizada en encuesta.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
salud-general-y-mental-c03,salud-general-y-mental,"Salud mental óptima: 39,0 %.",39.0,porcentaje,encuesta,niños y jóvenes autistas,Canadá,2019,NO_ESPECIFICADO_SEPARADAMENTE,2022-03-09,CHSCY 2019,PHAC,SI,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/autism-spectrum-disorder-canadian-health-survey-children-youth-2019.html,IC95% 34.0–43.9,SI,Salud declarada/categorizada en encuesta.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
salud-general-y-mental-c04,salud-general-y-mental,"Salud mental óptima: 84,1 %.",84.1,porcentaje,encuesta,niños y jóvenes no autistas,Canadá,2019,NO_ESPECIFICADO_SEPARADAMENTE,2022-03-09,CHSCY 2019,PHAC,SI,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/autism-spectrum-disorder-canadian-health-survey-children-youth-2019.html,IC95% 83.6–84.7,SI,Salud declarada/categorizada en encuesta.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
sindrome-de-tourette-prevalencia-estimada-e-identificacion-c01,sindrome-de-tourette-prevalencia-estimada-e-identificacion,El CDC resume una estimación de aproximadamente 1 de cada 162 niños con síndrome de Tourette.,162,"N en ""1 de cada N""",prevalencia observada / síntesis de estudios,"niños, edad no acotada en resumen CDC",Estudios internacionales resumidos por CDC,síntesis vigente 2026,NO_ESPECIFICADO_SEPARADAMENTE,2026-03-27,síntesis CDC de estudios con diagnosticados y no diagnosticados,CDC,NO,https://www.cdc.gov/tourette-syndrome/data/,NO_APLICA,SI,No comparte denominador con el dato de diagnóstico declarado.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
sindrome-de-tourette-prevalencia-estimada-e-identificacion-c01b,sindrome-de-tourette-prevalencia-estimada-e-identificacion,"Representación equivalente publicada: 0,6 %.",0.6,porcentaje,conversión equivalente,"niños, edad no acotada en resumen CDC",Estudios internacionales resumidos por CDC,síntesis vigente 2026,NO_ESPECIFICADO_SEPARADAMENTE,2026-03-27,síntesis CDC de estudios con diagnosticados y no diagnosticados,CDC,NO,https://www.cdc.gov/tourette-syndrome/data/,NO_APLICA,DERIVADO_DE_VALORES_FUENTE,No comparte denominador con el dato de diagnóstico declarado.,NO_DIRECTA,ATOMICO,SI,PERCENT_FROM_ONE_IN_N,162,100,100/162,DECIMALS_1,0.000000001,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
sindrome-de-tourette-prevalencia-estimada-e-identificacion-c02,sindrome-de-tourette-prevalencia-estimada-e-identificacion,Diagnóstico declarado por progenitores: aproximadamente 1 de cada 333 niños de 3 a 17 años.,333,"N en ""1 de cada N""",diagnóstico declarado,niños 3–17 años,Estados Unidos,2016–2019,NO_ESPECIFICADO_SEPARADAMENTE,2026-03-27,encuesta / parent report,CDC,SI,https://www.cdc.gov/tourette-syndrome/data/,NO_APLICA,SI,"Diagnóstico declarado, no prevalencia total.",NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
sindrome-de-tourette-prevalencia-estimada-e-identificacion-c02b,sindrome-de-tourette-prevalencia-estimada-e-identificacion,"Representación equivalente publicada: 0,3 %.",0.3,porcentaje,conversión equivalente,niños 3–17 años,Estados Unidos,2016–2019,NO_ESPECIFICADO_SEPARADAMENTE,2026-03-27,encuesta / parent report,CDC,SI,https://www.cdc.gov/tourette-syndrome/data/,NO_APLICA,DERIVADO_DE_VALORES_FUENTE,"Diagnóstico declarado, no prevalencia total.",NO_DIRECTA,ATOMICO,SI,PERCENT_FROM_ONE_IN_N,333,100,100/333,DECIMALS_1,0.000000001,VERIFICADO,NO_APLICA,2026-09-21
sindrome-de-tourette-prevalencia-estimada-e-identificacion-c03,sindrome-de-tourette-prevalencia-estimada-e-identificacion,Aproximadamente 174.000 niños 3–17 años con diagnóstico declarado.,174000,niños,conteo absoluto,niños 3–17 años,Estados Unidos,2016–2019,NO_ESPECIFICADO_SEPARADAMENTE,2026-03-27,encuesta / parent report,CDC,SI,https://www.cdc.gov/tourette-syndrome/data/,NO_APLICA,SI,Derivado de encuesta y ponderación nacional.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-adultos-c01,tdah-en-adultos,"TDAH adulto persistente: 2,58 %.",2.58,porcentaje,prevalencia modelizada,"adultos, persistente desde infancia",Mundo,estructura demográfica 2020,NO_ESPECIFICADO_SEPARADAMENTE,2021,revisión sistemática y metaanálisis ajustado demográficamente,Song et al.,SI,https://pubmed.ncbi.nlm.nih.gov/33692893/,NO_APLICA,SI,Definición exige inicio infantil.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-adultos-c02,tdah-en-adultos,"Equivale a 139,84 millones de adultos.",139.84,millones de adultos,conteo absoluto modelizado,"adultos, persistente desde infancia",Mundo,2020,NO_ESPECIFICADO_SEPARADAMENTE,2021,estimación demográfica,Song et al.,SI,https://pubmed.ncbi.nlm.nih.gov/33692893/,NO_APLICA,SI,Estimación derivada del modelo demográfico global.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-adultos-c03,tdah-en-adultos,"TDAH adulto sintomático: 6,76 %.",6.76,porcentaje,prevalencia modelizada,adultos sintomáticos sin exigir inicio infantil,Mundo,estructura demográfica 2020,NO_ESPECIFICADO_SEPARADAMENTE,2021,revisión sistemática y metaanálisis ajustado demográficamente,Song et al.,SI,https://pubmed.ncbi.nlm.nih.gov/33692893/,NO_APLICA,SI,Definición distinta de TDAH persistente.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-adultos-c04,tdah-en-adultos,"Equivale a 366,33 millones de adultos.",366.33,millones de adultos,conteo absoluto modelizado,adultos sintomáticos,Mundo,2020,NO_ESPECIFICADO_SEPARADAMENTE,2021,estimación demográfica,Song et al.,SI,https://pubmed.ncbi.nlm.nih.gov/33692893/,NO_APLICA,SI,Estimación derivada del modelo demográfico global.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-ninos-y-adolescentes-c01,tdah-en-ninos-y-adolescentes,Revisión paraguas: 13 revisiones sistemáticas/metaanálisis.,13,revisiones,conteo de evidencia,revisiones incluidas,Internacional,estudios incluidos hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2023,umbrella review,Ayano et al.,SI,https://pubmed.ncbi.nlm.nih.gov/37495084/,NO_APLICA,SI,"Conteo de revisiones, no prevalencia.",NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-ninos-y-adolescentes-c02,tdah-en-ninos-y-adolescentes,Incluyó 588 estudios primarios y 3.277.590 participantes.,588,estudios (3.277.590 participantes),conteo de evidencia,estudios primarios incluidos,Internacional,estudios incluidos hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2023,umbrella review,Ayano et al.,SI,https://pubmed.ncbi.nlm.nih.gov/37495084/,NO_APLICA,SI,Tamaño de la base de evidencia.,NO_APLICA,CONTEXTO_MUESTRA,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-ninos-y-adolescentes-c03,tdah-en-ninos-y-adolescentes,"Prevalencia agrupada 8,0 %.",8.0,porcentaje,prevalencia observada agrupada,niños y adolescentes,Internacional,estudios incluidos hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2023,umbrella review / random effects,Ayano et al.,SI,https://pubmed.ncbi.nlm.nih.gov/37495084/,IC95% 6.0–10.0,SI,Agrupación de revisiones heterogéneas.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-ninos-y-adolescentes-c04,tdah-en-ninos-y-adolescentes,Prevalencia agrupada en niños: 10 %.,10,porcentaje,prevalencia agrupada,niños varones,Internacional,estudios incluidos hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2023,umbrella review,Ayano et al.,SI,https://pubmed.ncbi.nlm.nih.gov/37495084/,NO_APLICA,SI,Subgrupo por sexo.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-en-ninos-y-adolescentes-c05,tdah-en-ninos-y-adolescentes,Prevalencia agrupada en niñas: 5 %.,5,porcentaje,prevalencia agrupada,niñas,Internacional,estudios incluidos hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2023,umbrella review,Ayano et al.,SI,https://pubmed.ncbi.nlm.nih.gov/37495084/,NO_APLICA,SI,Subgrupo por sexo.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c01,tdah-infantil,"11,4 % de niños de 3 a 17 años había recibido alguna vez un diagnóstico de TDAH.",11.4,porcentaje,diagnóstico declarado,niños 3–17 años,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,"NSCH 2022, parent report",Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,IC95% 10.9–12.0,SI,Diagnóstico informado por progenitores; no prevalencia clínica medida directamente.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c01b,tdah-infantil,"La estimación equivalente en población fue de 7,1 millones de niños.",7.1,millones de niños,conteo absoluto de encuesta,niños 3–17 años,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,"NSCH 2022, parent report",Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,NO_APLICA,SI,Diagnóstico informado por progenitores; no prevalencia clínica medida directamente.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c02,tdah-infantil,"10,5 % de niños de 3 a 17 años tenía TDAH actual.",10.5,porcentaje,diagnóstico declarado actual,niños 3–17 años,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,NSCH 2022,Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,IC95% 9.9–11.0,SI,Parent report.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c02b,tdah-infantil,"La estimación equivalente en población fue de 6,5 millones de niños con TDAH actual.",6.5,millones de niños,conteo absoluto de encuesta,niños 3–17 años,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,NSCH 2022,Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,NO_APLICA,SI,Parent report.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c03,tdah-infantil,"58,1 % tenía TDAH moderado o grave.",58.1,porcentaje,encuesta,niños 3–17 con TDAH actual,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,NSCH 2022,Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,NO_APLICA,SI,Denominador: niños con TDAH actual; parent report.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c04,tdah-infantil,"77,9 % tenía al menos otra condición coexistente.",77.9,porcentaje,encuesta,niños 3–17 con TDAH actual,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,NSCH 2022,Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,NO_APLICA,SI,Denominador: niños con TDAH actual; parent report.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c05,tdah-infantil,"53,6 % recibía medicación para TDAH.",53.6,porcentaje,encuesta,niños 3–17 con TDAH actual,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,NSCH 2022,Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,NO_APLICA,SI,Denominador: niños con TDAH actual; parent report.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c06,tdah-infantil,"44,4 % recibió tratamiento conductual en el último año.",44.4,porcentaje,encuesta,niños 3–17 con TDAH actual,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,NSCH 2022,Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,NO_APLICA,SI,Denominador: niños con TDAH actual; parent report.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tdah-infantil-c07,tdah-infantil,"30,1 % no recibió tratamiento específico para TDAH.",30.1,porcentaje,encuesta,niños 3–17 con TDAH actual,Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024,NSCH 2022,Danielson et al. / CDC Stacks,SI,https://stacks.cdc.gov/view/cdc/160350,NO_APLICA,SI,Denominador: niños con TDAH actual; parent report.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tecnologia-y-productos-de-apoyo-c01,tecnologia-y-productos-de-apoyo,Más de 2.500 millones necesitan uno o más productos de apoyo.,2.5,miles de millones de personas,conteo absoluto estimado,personas que necesitan productos de apoyo,Mundo,base 2021–2022,NO_ESPECIFICADO_SEPARADAMENTE,2022-05-16 / ficha 2024,Global Report on Assistive Technology,OMS/UNICEF,SI,https://www.who.int/news/item/16-05-2022-almost-one-billion-children-and-adults-with-disabilities-and-older-persons-in-need-of-assistive-technology-denied-access--according-to-new-report,NO_APLICA,SI,Estimación global de necesidad.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tecnologia-y-productos-de-apoyo-c02,tecnologia-y-productos-de-apoyo,Casi 1.000 millones de quienes los necesitan no tienen acceso.,~1,mil millones de personas,conteo absoluto estimado,personas que necesitan tecnología de apoyo,Mundo,base 2021–2022,NO_ESPECIFICADO_SEPARADAMENTE,2022-05-16,Global Report on Assistive Technology,OMS/UNICEF,SI,https://www.who.int/news/item/16-05-2022-almost-one-billion-children-and-adults-with-disabilities-and-older-persons-in-need-of-assistive-technology-denied-access--according-to-new-report,NO_APLICA,SI,Brecha global; mayor en países de ingresos bajos/medios.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tecnologia-y-productos-de-apoyo-c03,tecnologia-y-productos-de-apoyo,El acceso observado osciló entre 3 % y 90 %.,3–90,porcentaje,rango,encuestas de 35 países,Internacional,datos del informe 2022,NO_ESPECIFICADO_SEPARADAMENTE,2022-05-16,análisis de 35 países,OMS/UNICEF,SI,https://www.who.int/news/item/16-05-2022-almost-one-billion-children-and-adults-with-disabilities-and-older-persons-in-need-of-assistive-technology-denied-access--according-to-new-report,NO_APLICA,SI,Rango entre países; no intervalo estadístico.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
tecnologia-y-productos-de-apoyo-c04,tecnologia-y-productos-de-apoyo,La necesidad se proyecta a 3.500 millones en 2050.,3.5,miles de millones de personas,proyección,personas que necesitarán tecnología de apoyo,Mundo,proyección 2050,NO_ESPECIFICADO_SEPARADAMENTE,2022-05-16,proyección OMS/UNICEF,OMS/UNICEF,SI,https://www.who.int/news/item/16-05-2022-almost-one-billion-children-and-adults-with-disabilities-and-older-persons-in-need-of-assistive-technology-denied-access--according-to-new-report,NO_APLICA,SI,"Proyección futura, no cifra actual.",NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
toc-c01,toc,El estudio incluyó 112 estudios de prevalencia.,112,estudios,conteo de evidencia,estudios incluidos,Internacional,estudios hasta 2025,NO_ESPECIFICADO_SEPARADAMENTE,2026-07-08,revisión sistemática + modelización bayesiana,Global Prevalence of OCD and Related Disorders,SI,https://pubmed.ncbi.nlm.nih.gov/42415255/,NO_APLICA,SI,Conteo de base de evidencia.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
toc-c02,toc,Prevalencia mundial a lo largo de la vida: 2.57 % con criterios CIE-10.,2.57,porcentaje,prevalencia modelizada,todas las edades,Mundo,estudios hasta 2025,NO_ESPECIFICADO_SEPARADAMENTE,2026-07-08,modelo bayesiano jerárquico,Global Prevalence of OCD and Related Disorders,SI,https://pubmed.ncbi.nlm.nih.gov/42415255/,intervalos creíbles 95% informados por el estudio,SI,Los valores dependen del sistema diagnóstico; no combinarlos en una sola cifra.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
toc-c03,toc,Prevalencia mundial a lo largo de la vida: 3.10 % con criterios DSM-III.,3.10,porcentaje,prevalencia modelizada,todas las edades,Mundo,estudios hasta 2025,NO_ESPECIFICADO_SEPARADAMENTE,2026-07-08,modelo bayesiano jerárquico,Global Prevalence of OCD and Related Disorders,SI,https://pubmed.ncbi.nlm.nih.gov/42415255/,intervalos creíbles 95% informados por el estudio,SI,Los valores dependen del sistema diagnóstico; no combinarlos en una sola cifra.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
toc-c04,toc,Prevalencia mundial a lo largo de la vida: 2.28 % con criterios DSM-IV.,2.28,porcentaje,prevalencia modelizada,todas las edades,Mundo,estudios hasta 2025,NO_ESPECIFICADO_SEPARADAMENTE,2026-07-08,modelo bayesiano jerárquico,Global Prevalence of OCD and Related Disorders,SI,https://pubmed.ncbi.nlm.nih.gov/42415255/,intervalos creíbles 95% informados por el estudio,SI,Los valores dependen del sistema diagnóstico; no combinarlos en una sola cifra.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
toc-c05,toc,Prevalencia mundial a lo largo de la vida: 3.21 % con criterios DSM-5.,3.21,porcentaje,prevalencia modelizada,todas las edades,Mundo,estudios hasta 2025,NO_ESPECIFICADO_SEPARADAMENTE,2026-07-08,modelo bayesiano jerárquico,Global Prevalence of OCD and Related Disorders,SI,https://pubmed.ncbi.nlm.nih.gov/42415255/,intervalos creíbles 95% informados por el estudio,SI,Los valores dependen del sistema diagnóstico; no combinarlos en una sola cifra.,NO_DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
trastorno-del-desarrollo-de-la-coordinacion-c01,trastorno-del-desarrollo-de-la-coordinacion,"Metaanálisis: 18 artículos, 31.203 participantes.",18,artículos (31.203 participantes),conteo de evidencia,estudios incluidos,Internacional,publicados antes de 18-12-2023,NO_ESPECIFICADO_SEPARADAMENTE,2024,revisión sistemática y metaanálisis,Meta-análisis DCD,SI,https://pubmed.ncbi.nlm.nih.gov/39391054/,NO_APLICA,SI,Tamaño de evidencia.,NO_APLICA,CONTEXTO_MUESTRA,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
