id,nombre,organismo,jurisdiccion,nivel_jurisdiccion,categoria,url_oficial,tipo_recurso,fecha_consulta,situacion_actual,fecha_apertura,fecha_cierre,recurrente,proxima_convocatoria_conocida,proxima_revision,fuente_primaria,url_anterior,resultado_url,nueva_url_oficial,observaciones
es-ortoprotesica-sns,Prestación ortoprotésica del Sistema Nacional de Salud,Ministerio de Sanidad / servicio autonómico de salud,España · Estatal,estatal,Salud,https://www.sanidad.gob.es/profesionales/prestacionesSanitarias/CarteraDeServicios/ContenidoCS/6PrestacionOrtoprotesica/,prestación,2026-09-20,PERMANENTE,,,no,,2027-03-20,SÍ,https://www.sanidad.gob.es/profesionales/prestacionesSanitarias/CarteraDeServicios/ContenidoCS/6PrestacionOrtoprotesica/,OK · Ministerio de Sanidad,,"Base original: El SNS incluye implantes quirúrgicos, prótesis externas, sillas de ruedas, ortesis y ortoprótesis especiales cuando existe indicación clínica. Las comunidades deben disponer de catálogos que incluyan al menos los tipos del catálogo común. | Quién: Personas usuarias del SNS con indicación clínica y sanitaria para un producto incluido en el catálogo aplicable. | Documentos: Prescripción o indicación sanitaria y documentación sanitaria/administrativa que exija el servicio de salud de la comunidad autónoma. | Nota: Puede complementarse con ayudas autonómicas para productos no cubiertos o para la aportación del usuario cuando la convocatoria lo permita; no se debe financiar dos veces el mismo gasto salvo autorización expresa. | Cuantía: Cobertura según catálogo común y catálogo autonómico; puede existir aportación del usuario en productos de cartera suplementaria"
es-cume,Prestación por cuidado de menor con cáncer u otra enfermedad grave (CUME),Seguridad Social,España · Estatal,estatal,Conciliación y cuidados,https://www.seg-social.es/wps/portal/wss/internet/Trabajadores/PrestacionesPensionesTrabajadores/1941?changeLanguage=es,prestación,2026-09-20,PERMANENTE,,,no,,2027-01-15,SÍ,https://www.seg-social.es/wps/portal/wss/internet/Trabajadores/PrestacionesPensionesTrabajadores/1941?changeLanguage=es,OK · Seguridad Social,,"Base original: Compensa la pérdida de ingresos cuando una persona trabajadora reduce su jornada al menos un 50 % para cuidar de forma directa, continua y permanente a un menor o joven afectado por cáncer u otra enfermedad grave incluida legalmente. | Quién: Progenitores, adoptantes, guardadores o acogedores que cumplan los requisitos de afiliación/cotización y reducción de jornada. Puede mantenerse más allá de los 18 años en supuestos previstos y hasta 26 años si concurren las condiciones de discapacidad establecidas. | Documentos: Solicitud, certificado de empresa o actividad, acreditación de la reducción de jornada, informe del Servicio Público de Salud y documentación familiar; puede exigirse acuerdo entre progenitores. | Nota: Está vinculada a la reducción efectiva de jornada y a los requisitos laborales. Debe revisarse con otras prestaciones por la misma reducción o cuidado. | Cuantía: 100 % de la base reguladora correspondiente, en proporción a la reducción de jornada"
es-empleo-ordinario-discapacidad,Derechos y medidas de empleo ordinario para personas con discapacidad,SEPE,España · Estatal,estatal,Empleo,https://www.sepe.es/HomeSepe/es/empresas/Contratos-de-trabajo/contratacion-personas-con-discapacidad.html,derecho subjetivo,2026-09-20,PERMANENTE,,,no,,2027-03-20,SÍ,https://www.sepe.es/HomeSepe/es/empresas/Contratos-de-trabajo/contratacion-personas-con-discapacidad.html,OK · SEPE,,"Base original: Las empresas deben adoptar medidas adecuadas de adaptación del puesto y accesibilidad salvo carga excesiva. Las empresas públicas y privadas con 50 o más personas trabajadoras deben cumplir la cuota de reserva del 2 %, salvo los supuestos excepcionales y medidas alternativas previstos. | Quién: Personas trabajadoras con discapacidad y empresas sujetas a las obligaciones de inclusión laboral. Las ayudas concretas de contratación y adaptación se gestionan en buena parte por los servicios autonómicos de empleo. | Documentos: Para ajustes individuales: acreditación de la necesidad y documentación que solicite la empresa o el servicio de empleo. Para ayudas económicas de adaptación, la convocatoria autonómica correspondiente. | Nota: Las adaptaciones son un derecho laboral y pueden coexistir con incentivos de contratación, bonificaciones o ayudas autonómicas cuando se cumplen sus requisitos. | Cuantía: Derecho a adaptación razonable del puesto · empresas de 50 o más trabajadores: cuota de reserva mínima del 2 %"
es-oep-discapacidad-2026,Empleo público 2026: reserva de plazas para personas con discapacidad,BOE / Administración General del Estado,España · Estatal,estatal,Empleo,https://www.boe.es/buscar/doc.php?id=BOE-A-2026-9946,programa,2026-09-20,PRÓXIMA CONVOCATORIA,,,sí · OEP anual,Procesos selectivos derivados de la OEP 2026; fechas según cada convocatoria,2026-10-20,SÍ,https://www.boe.es/buscar/doc.php?id=BOE-A-2026-9946,OK · BOE OEP 2026,,"Base original: La Oferta de Empleo Público estatal de 2026 reserva un 10 % de las plazas para personas con discapacidad. Las convocatorias deben prever además adaptaciones y ajustes razonables de tiempos y medios cuando se soliciten. | Quién: Personas con discapacidad que cumplan los requisitos de la convocatoria y acrediten la discapacidad y compatibilidad con las tareas. Las plazas de discapacidad intelectual pueden convocarse de forma independiente. | Documentos: Solicitud del proceso selectivo, acreditación de discapacidad y, cuando se pidan adaptaciones, la documentación exigida por la convocatoria para justificar los ajustes. | Nota: Presentarse por el cupo de discapacidad no impide pasar al sistema general si se superan los ejercicios y la puntuación permite obtener plaza según las reglas de la convocatoria. | Cuantía: 10 % de las plazas de la Oferta de Empleo Público estatal 2026 · al menos 2 % para discapacidad intelectual | La OEP reserva plazas, pero no equivale a un plazo de solicitud abierto. Mostrar convocatorias selectivas concretas por separado cuando se publiquen."
es-universidad-discapacidad-matricula,Bonificación total de matrícula universitaria para estudiantes con discapacidad,BOE / universidades públicas,España · Estatal,estatal,Universidad,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-7500,bonificación,2026-09-20,PERMANENTE,,,sí · matrícula anual,,2027-03-20,SÍ,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-7500,OK · BOE LOSU,,"Base original: La Ley Orgánica del Sistema Universitario reconoce al estudiantado con discapacidad el derecho a una bonificación total por los servicios académicos universitarios liquidados en la matrícula, mediante acreditación formal y conforme a la normativa específica. | Quién: Estudiantes universitarios con discapacidad que acrediten formalmente la condición exigida por la normativa aplicable. | Documentos: Matrícula y acreditación oficial de discapacidad; la universidad puede requerir documentación adicional según su procedimiento. | Nota: Compatible con otras medidas de apoyo universitario si sus convocatorias no establecen incompatibilidad; las becas pueden tener reglas propias sobre componentes ya cubiertos. | Cuantía: Bonificación total de los servicios académicos universitarios liquidados en la matrícula, en los términos legales aplicables"
es-lgtbi-rectificacion-registro,Rectificación registral de la mención relativa al sexo y adecuación de documentos,Registro Civil / BOE,España · Estatal,estatal,LGTBI+,https://www.boe.es/buscar/act.php?id=BOE-A-2023-13287,derecho subjetivo,2026-09-20,PERMANENTE,,,no,,2027-03-20,SÍ,https://www.boe.es/buscar/act.php?id=BOE-A-2023-13287,OK · BOE,,"Base original: Las personas legitimadas pueden solicitar la rectificación de la mención registral del sexo ante cualquier Oficina del Registro Civil. No puede condicionarse a informes médicos o psicológicos ni a tratamientos o cambios corporales previos. | Quién: Personas españolas mayores de 16 años por sí mismas; de 14 a 16 años, con asistencia de sus representantes legales; de 12 a 14 años, mediante autorización judicial. Las personas con discapacidad pueden solicitar las medidas de apoyo que precisen. | Documentos: Escrito de solicitud, certificado literal de nacimiento si la oficina no puede obtenerlo, DNI y, en menores de 16 años, documentación de representantes. De 12 a 14 años se requiere resolución judicial. | Nota: Tras la rectificación pueden solicitarse DNI, pasaporte, títulos, diplomas y certificados adaptados a la nueva inscripción. El procedimiento no exige diagnóstico ni tratamiento médico. | Cuantía: Trámite registral; sin prestación económica fija"
es-lgtbi-028,"Servicio Arcoíris 028: información, apoyo psicosocial y asesoramiento jurídico",Ministerio de Igualdad,España · Estatal,estatal,LGTBI+,https://www.igualdad.gob.es/ministerio/dglgtbi/servicio-arcoiris-028/,servicio,2026-09-20,PERMANENTE,,,no,,2027-03-20,SÍ,https://www.igualdad.gob.es/ministerio/dglgtbi/servicio-arcoiris-028/,OK · Ministerio de Igualdad,,"Base original: Servicio estatal especializado para personas LGTBI, familiares y allegados ante discriminación, violencia o dudas sobre derechos. Ofrece información, asesoramiento jurídico y atención psicosocial inmediata. | Quién: Personas LGTBI o allegadas que necesiten información o apoyo frente a LGTBIfobia, discriminación o violencia. | Documentos: No se exige documentación para realizar una consulta. El servicio garantiza confidencialidad y puede derivar a recursos especializados del territorio. | Nota: Compatible con acudir a servicios sociales, sanitarios, policiales, judiciales o recursos autonómicos/locales. No sustituye emergencias: ante peligro inmediato debe utilizarse el 112. | Cuantía: Gratuito · 24 horas al día · 365 días al año"
and-dependencia,Reconocimiento de la situación de dependencia y acceso al PIA,Junta de Andalucía,Andalucía,comunidad autónoma,Discapacidad y dependencia,https://www.juntadeandalucia.es/temas/familias-igualdad/dependencia/solicitud.html,derecho subjetivo,2026-09-20,PERMANENTE,,,no,,2027-03-20,SÍ,https://www.juntadeandalucia.es/temas/familias-igualdad/dependencia/solicitud.html,OK · Junta de Andalucía,,"Base original: Procedimiento autonómico para valorar la dependencia y determinar, mediante el Programa Individual de Atención, los servicios o prestaciones que correspondan. | Quién: Personas o familias residentes en Andalucía que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicios y prestaciones según grado de dependencia y PIA"
and-discapacidad-individual,Subvenciones individuales para personas con discapacidad,Junta de Andalucía,Andalucía,comunidad autónoma,Discapacidad y dependencia,https://www.juntadeandalucia.es/temas/familias-igualdad/discapacidad/ayudas-beneficios/subvenciones-individuales.html,subvención,2026-09-20,CERRADO,27 de mayo de 2026,16 de junio de 2026,sí · anual,,2027-05-01,SÍ,https://www.juntadeandalucia.es/temas/familias-igualdad/discapacidad/ayudas-beneficios/subvenciones-individuales.html,OK · Junta/BOJA; convocatoria 2026 cerrada,,"Base original: Ayudas individuales destinadas a apoyar necesidades vinculadas a la autonomía personal y la discapacidad cuando existe convocatoria. | Quién: Personas o familias residentes en Andalucía que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente | Procedimiento oficial 24563 confirma plazo 27/05/2026–16/06/2026 y seguimiento de la convocatoria 2026."
and-comedor,"Bonificación de comedor, aula matinal y extraescolares",Junta de Andalucía,Andalucía,comunidad autónoma,Educación y comedor,https://www.juntadeandalucia.es/servicios/sede/tramites/procedimientos/detalle/25586.html,bonificación,2026-09-20,CERRADO,1 de septiembre de 2026,7 de septiembre de 2026,sí · curso escolar,,2027-07-15,SÍ,https://www.juntadeandalucia.es/servicios/sede/tramites/procedimientos/detalle/25586.html,OK · Junta; plazo 2026-2027 finalizado,,Base original: Las familias pueden solicitar gratuidad o bonificación de los servicios complementarios escolares en centros públicos. | Quién: Alumnado usuario del servicio y familias que cumplan los criterios de la Junta. | Documentos: Solicitud y datos económicos/familiares que requiera el procedimiento. | Nota: Revisar si el mismo gasto ya está cubierto por otra ayuda. | Cuantía: Bonificación según renta y circunstancias; puede llegar al 100 %
and-libros,Programa de Gratuidad de Libros de Texto,Junta de Andalucía,Andalucía,comunidad autónoma,Libros y material,https://www.juntadeandalucia.es/educacion/portales/web/educacion/w/instrucciones-de-9-de-junio-de-2026-de-la-direccion-general-de-participacion-e-inclusion-educativa-sobre-el-programa-de-gratuidad-de-los-libros-de-texto-para-el-curso-escolar-2026-2027,programa,2026-09-20,PERMANENTE,,,sí · curso escolar,,2027-05-15,SÍ,https://www.juntadeandalucia.es/educacion/portales/web/educacion/w/instrucciones-de-9-de-junio-de-2026-de-la-direccion-general-de-participacion-e-inclusion-educativa-sobre-el-programa-de-gratuidad-de-los-libros-de-texto-para-el-curso-escolar-2026-2027,OK · Junta; instrucciones 2026-2027 publicadas 10/06/2026,,Base original: Programa autonómico de gratuidad de libros de texto para los niveles incluidos en cada curso. | Quién: Alumnado escolarizado en los niveles y centros incluidos. | Documentos: Gestión principalmente a través del centro educativo. | Nota: Los libros son reutilizables y deben conservarse y devolverse cuando corresponda. | Cuantía: Libros en préstamo / gratuidad según nivel
and-temprana,Atención Infantil Temprana 0-6,Junta de Andalucía,Andalucía,comunidad autónoma,Terapias y atención temprana,https://www.juntadeandalucia.es/temas/salud/infantil/temprana.html,servicio,2026-09-20,PERMANENTE,,,no,,2027-03-20,SÍ,https://www.juntadeandalucia.es/temas/salud/infantil/temprana.html,OK · Junta de Andalucía,,"Base original: Atención a menores de 0 a 6 años con trastornos del desarrollo o riesgo, con intervención que puede incluir psicología, logopedia o fisioterapia. | Quién: Menores con necesidad detectada; el circuito puede iniciarse desde Pediatría de Atención Primaria. | Documentos: Derivación e informes según el circuito sanitario/social. | Nota: Comprobar compatibilidad de financiación si se reciben ayudas privadas para el mismo tratamiento. | Cuantía: Servicio público"
and-familias,Ayudas por tercer hijo y parto múltiple,Junta de Andalucía,Andalucía,comunidad autónoma,Familia,https://www.juntadeandalucia.es/organismos/serviciossocialesfamiliaseigualdad/areas/familias/ayudas-partos.html,prestación,2026-09-20,PERMANENTE,,,no,,2027-03-20,SÍ,https://www.juntadeandalucia.es/organismos/serviciossocialesfamiliaseigualdad/areas/familias/ayudas-partos.html,OK · Junta; solicitud dentro de 1 año desde nacimiento/adopción/acogimiento,,"Base original: Ayudas autonómicas para determinados nacimientos y partos múltiples, sujetas a requisitos. | Quién: Familias que cumplan las condiciones de la Junta, incluidos plazos e ingresos. | Documentos: Solicitud, acreditación familiar, nacimiento/adopción y renta. | Nota: Las ayudas por menores y parto múltiple son compatibles entre sí según la regulación autonómica. | Cuantía: Tercer hijo: 600 €/año por otros menores de 3 · parto múltiple: desde 1.200 € según número de hijos | No es convocatoria anual: el plazo individual es de un año desde el hecho causante."
